t1,t2,t3,station_id,one_way_doppler,format_id,transmitting_station_id
64000,20569,64000.000020569,88,-1620377599.9999344,1,13
64000,20569,64000.000020569,83,-970260479.9999344,1,105
64000,20570,64000.00002057,95,1473576960.0000656,1,63
64000,20571,64000.000020571,29,41877504.00006553,1,39
64000,20571,64000.000020571,12,1519058944.0000656,1,11
64000,20571,64000.000020571,0,1530200064.0000656,1,115
64000,20571,64000.000020571,111,-1298726911.9999344,1,25
64000,20572,64000.000020572,5,-168624127.99993446,1,125
4294834709,4217467297,4294834713.2174673,7,1254598322.0005898,1,10
4294833575,3429067297,4294833578.429067,7,1254598322.0005898,1,10
4294463586,3552467305,4294463589.5524673,7,1254598354.0005898,1,10
4294460334,4009350630,4294460338.009351,7,1255515722.0005898,1,10
4294843774,4268467281,4294843778.2684674,7,1255515690.0005898,1,13
4294497957,4209967288,4294497961.209967,7,1255515722.0005898,1,11
4294467608,3548967297,4294467611.5489674,7,1255515722.0005898,1,11
32000,20580,32000.00002058,38,845905152.0000656,1,93
384000,20580,384000.00002058,34,1547304960.0000656,1,115
32000,20580,32000.00002058,48,-1898152703.9999344,1,105
32000,20582,32000.000020582,91,1474264320.0000656,1,111
32000,20583,32000.000020583,4,-1663075071.9999344,1,59
12800,20585,12800.000020585,90,13828096.000065528,1,89
12800,20585,12800.000020585,32,-1990787071.9999344,1,43
12800,20585,12800.000020585,73,-1972568063.9999344,1,107
12800,20586,12800.000020586,20,-63504383.99993447,1,125
64000,20587,64000.000020587,1,1664811008.0000656,1,47
12800,20589,12800.000020589,88,2075852800.0000656,1,37
64000,20590,64000.00002059,86,-1391394815.9999344,1,47
64000,20590,64000.00002059,6,-1326514175.9999344,1,19
12800,20591,12800.000020591,121,385155072.0000655,1,91
12800,20591,12800.000020591,87,1884618752.0000656,1,55
64000,20592,64000.000020592,53,441253888.0000655,1,17
12800,20593,12800.000020593,39,73728000.00006552,1,117
64000,20593,64000.000020593,23,403505152.0000655,1,47
12800,20593,12800.000020593,119,-1763770367.9999344,1,55
64000,20593,64000.000020593,65,-1616052223.9999344,1,103
12800,20593,12800.000020593,40,-368377855.9999345,1,13
12800,20593,12800.000020593,5,-289472511.9999345,1,73
12800,20594,12800.000020594,44,361824256.0000655,1,27
12800,20594,12800.000020594,16,1158873088.0000656,1,67
12800,20594,12800.000020594,88,-1508966399.9999344,1,75
64000,20594,64000.000020594,84,-574423039.9999344,1,103
12800,20595,12800.000020595,68,777846784.0000656,1,63
64000,20595,64000.000020595,103,1676083200.0000656,1,87
12800,20596,12800.000020596,117,-1759969279.9999344,1,11
12800,20596,12800.000020596,9,-887291903.9999344,1,17
12800,20597,12800.000020597,88,2126315520.0000656,1,31
12800,20597,12800.000020597,120,2128543744.0000656,1,43
12800,20598,12800.000020598,62,-1885929471.9999344,1,21
12800,20599,12800.000020599,36,365363200.0000655,1,41
12800,20600,12800.0000206,16,707198976.0000656,1,99
12800,20601,12800.000020601,32,941031424.0000656,1,29
64000,20601,64000.000020601,44,1093730304.0000656,1,113
12800,20603,12800.000020603,98,827916288.0000656,1,19
64000,20603,64000.000020603,113,1671626752.0000656,1,67
12800,20603,12800.000020603,40,-491716607.9999345,1,35
12800,20605,12800.000020605,15,1327562752.0000656,1,39
12800,20605,12800.000020605,117,2133655552.0000656,1,79
12800,20605,12800.000020605,106,-2145976319.9999344,1,113
4294325301,4111467291,4294325305.1114674,7,1340057162.0005898,1,7
4294834155,3882467303,4294834158.8824673,7,1340057130.0005898,1,13
4294480829,3500467304,4294480832.5004673,7,1340057162.0005898,1,13
12800,20606,12800.000020606,98,-1768226815.9999344,1,85
4294832604,4200567298,4294832608.2005672,7,1340057130.0005898,1,8
64000,20608,64000.000020608,27,223281152.00006554,1,3
12800,20609,12800.000020609,49,-1077346303.9999344,1,77
12800,20609,12800.000020609,47,-1075118079.9999344,1,67
12800,20612,12800.000020612,66,-1737293823.9999344,1,43
12800,20612,12800.000020612,29,-1601372159.9999344,1,1
12800,20612,12800.000020612,56,-209256447.99993446,1,101
12800,20615,12800.000020615,15,2045575168.0000656,1,5
12800,20615,12800.000020615,73,2047803392.0000656,1,115
12800,20615,12800.000020615,120,-63504383.999934465,1,101
12800,20616,12800.000020616,85,830406656.0000656,1,51
12800,20617,12800.000020617,109,947191808.0000656,1,83
12800,20617,12800.000020617,119,1867710464.0000656,1,61
12800,20617,12800.000020617,112,-1039204351.9999344,1,49
12800,20617,12800.000020617,103,-1023606783.9999344,1,11
12800,20618,12800.000020618,66,599064576.0000656,1,11
12800,20619,12800.000020619,41,803405824.0000656,1,29
12800,20619,12800.000020619,53,-1845428223.9999344,1,85
12800,20620,12800.00002062,70,-915079167.9999344,1,37
12800,20620,12800.00002062,90,-149225471.99993446,1,15
12800,20620,12800.00002062,110,-114491391.99993446,1,121
12800,20621,12800.000020621,41,-1371209727.9999344,1,93
64000,20621,64000.000020621,64,-839319551.9999344,1,117
64000,20621,64000.000020621,110,-383188991.9999345,1,29
12800,20623,12800.000020623,58,-1414725631.9999344,1,5
12800,20624,12800.000020624,16,31391744.00006553,1,91
12800,20624,12800.000020624,75,1649999872.0000656,1,85
12800,20627,12800.000020627,112,164560896.00006554,1,95
12800,20627,12800.000020627,108,-995688447.9999344,1,65
12800,20629,12800.000020629,93,1486684160.0000656,1,29
12800,20633,12800.000020633,106,-776273919.9999344,1,49
12800,20634,12800.000020634,112,-648609791.9999344,1,53
12800,20638,12800.000020638,69,378339328.0000655,1,39
12800,20638,12800.000020638,3,-120127487.99993448,1,123
12800,20641,12800.000020641,38,343474176.0000655,1,3
12800,20642,12800.000020642,121,1490485248.0000656,1,5
12800,20644,12800.000020644,80,-1566244863.9999344,1,123
12800,20645,12800.000020645,47,763953152.0000656,1,31
12800,20645,12800.000020645,73,903544832.0000656,1,91
12800,20646,12800.000020646,60,1189281792.0000656,1,105
12800,20647,12800.000020647,18,-1319567359.9999344,1,95
12800,20648,12800.000020648,24,943521792.0000656,1,33
12800,20648,12800.000020648,14,-383582207.9999345,1,51
12800,20649,12800.000020649,48,-811663359.9999344,1,47
12800,20650,12800.00002065,85,1557987328.0000656,1,113
12800,20652,12800.000020652,105,-590151679.9999344,1,63
12800,20653,12800.000020653,23,825163776.0000656,1,85
12800,20653,12800.000020653,91,-1892876287.9999344,1,101
12800,20655,12800.000020655,75,-580714495.9999344,1,85
12800,20657,12800.000020657,125,1277362176.0000656,1,13
12800,20670,12800.00002067,59,1982267392.0000656,1,33
4294750527,4028967295,4294750531.0289674,7,1255515690.0005898,1,5
4294864415,3877967301,4294864418.8779674,7,1255515690.0005898,1,13
4294589264,3831467303,4294589267.831467,7,1255515722.0005898,1,13
12800,20673,12800.000020673,101,1446576128.0000656,1,25
4294373978,3834967289,4294373981.834967,7,1255515722.0005898,1,4
4293965668,4202467297,4293965672.2024674,6,1255515722.0005898,1,118
4294694364,3354467298,4294694367.3544674,6,1255515690.0005898,1,118
4294809403,3451967302,4294809406.4519672,7,1255515690.0005898,1,4
4294382441,4169967297,4294382445.169967,7,1255515722.0005898,1,4
12800,20675,12800.000020675,0,-95223807.99993448,1,77
12800,20680,12800.00002068,122,1811480576.0000656,1,101
12800,20680,12800.00002068,18,-1663631359.9999344,1,15
12800,20681,12800.000020681,14,652017664.0000656,1,115
12800,20685,12800.000020685,16,955842560.0000656,1,101
12800,20686,12800.000020686,45,2104164352.0000656,1,85
12800,20689,12800.000020689,101,620822528.0000656,1,85
4293928576,3615467314,4293928579.6154675,6,1132930634.0005898,1,116
4294744082,3423467311,4294744085.423467,7,1132930602.0005898,1,4
4294153734,4284467298,4294153738.284467,7,1132930634.0005898,1,4
4294175910,4268967299,4294175914.268967,7,1132930634.0005898,1,5
4294339817,3316467319,4294339820.3164673,7,1132930634.0005898,1,3
4294323040,3363467298,4294323043.363467,7,1132930634.0005898,1,2
4294824467,4183467303,4294824471.1834674,7,1132930602.0005898,1,13
12800,20691,12800.000020691,0,-1520631807.9999344,1,99
4294777159,3315467297,4294777162.3154674,6,1132930602.0005898,1,127
12800,20692,12800.000020692,114,1530855424.0000656,1,35
12800,20693,12800.000020693,113,990445568.0000656,1,85
12800,20695,12800.000020695,64,-1960378367.9999344,1,23
12800,20696,12800.000020696,9,-1581318143.9999344,1,19
12800,20701,12800.000020701,63,346750976.0000655,1,107
12800,20701,12800.000020701,99,348979200.0000655,1,57
12800,20701,12800.000020701,64,-1684209663.9999344,1,7
12800,20702,12800.000020702,41,1402404864.0000656,1,37
12800,20702,12800.000020702,100,-571015167.9999344,1,103
12800,20703,12800.000020703,97,966721536.0000656,1,25
12800,20703,12800.000020703,93,-1104216063.9999344,1,45
12800,20703,12800.000020703,42,-357761023.9999345,1,75
12800,20704,12800.000020704,57,1187840000.0000656,1,27
12800,20704,12800.000020704,113,-815464447.9999344,1,37
12800,20704,12800.000020704,78,-7929855.999934467,1,25
12800,20705,12800.000020705,38,-1333198847.9999344,1,85
12800,20707,12800.000020707,68,-1403060223.9999344,1,99
12800,20708,12800.000020708,101,-373227519.9999345,1,39
